"","Sender","Receiver","Date","Hour","Minute","Duration_seconds","Focal"
"1619","Shelby","Maleeha","2022-03-15",9,10,160,"Shelby"
"1620","Dawnielle","Lohitha","2022-11-23",15,18,172,"Lohitha"
"1621","Yushan","Hishaam","2022-05-17",12,25,26,"Hishaam"
"1622","Anastasia","Ye-Ji","2022-01-13",13,10,147,"Anastasia"
"1623","Shelby","Mufliha","2022-01-25",13,41,140,"Mufliha"
"1624","Saara","Ye-Ji","2022-01-01",17,33,68,"Saara"
"1625","Ashqar","Lohitha","2022-07-07",15,52,182,"Lohitha"
"1626","Okatomi","Mufliha","2022-02-26",8,56,64,"Mufliha"
"1627","Okatomi","Mufliha","2022-02-26",8,5,132,"Mufliha"
"1628","Adyn","Afnaan","2022-06-30",8,56,107,"Adyn"
"1629","Yeni","Luis","2022-06-06",14,53,194,"Luis"
"1630","Tre","Kristen","2022-01-13",17,47,181,"Kristen"
"1631","Abdus Samad","Anjanetta","2022-01-01",12,48,107,"Abdus Samad"
"1632","Ashqar","Adyn","2022-05-29",12,7,47,"Ashqar"
"1633","Okatomi","Anjanetta","2022-09-21",10,47,93,"Okatomi"
"1634","Timothy","Ye-Ji","2022-02-26",16,56,22,"Timothy"
"1635","Dawnielle","Okatomi","2022-01-13",9,59,137,"Okatomi"
"1636","Simone","Kelia","2022-08-08",16,56,71,"Simone"
"1637","Mikaela","Lahana","2022-08-20",17,25,50,"Mikaela"
"1638","Ashqar","Kristen","2022-09-21",11,39,164,"Kristen"
"1639","Kurtis","Lohitha","2022-12-24",8,19,89,"Kurtis"
"1640","Dawnielle","Ashqar","2022-05-29",12,28,74,"Ashqar"
"1641","Simone","Najeeba","2022-08-08",16,41,43,"Simone"
"1642","Anastasia","Anjanetta","2022-07-07",16,8,121,"Anastasia"
"1643","Kendell","Anastasia","2022-01-13",13,50,49,"Anastasia"
"1644","Adam","Kristen","2022-09-21",11,59,85,"Kristen"
"1645","Adam","Kristen","2022-07-07",7,3,216,"Adam"
"1646","Hadiyya","Mikaela","2022-03-03",12,47,221,"Hadiyya"
"1647","Varun","Kristen","2022-11-11",9,3,52,"Varun"
"1648","Pamela","Yushan","2022-04-28",16,25,108,"Yushan"
"1649","Shelby","Simone","2022-08-08",16,45,118,"Simone"
"1650","Charise","Anjanetta","2022-02-02",9,6,138,"Charise"
"1651","Timothy","Adyn","2022-10-22",16,55,73,"Timothy"
"1652","Mckayla","Charise","2022-12-24",10,57,187,"Mckayla"
"1653","Pamela","Okatomi","2022-09-21",10,58,128,"Okatomi"
"1654","Kiana","Shelby","2022-07-07",12,10,141,"Kiana"
"1655","Mikaela","Okatomi","2022-09-21",10,21,171,"Okatomi"
"1656","Kurtis","Kristen","2022-06-18",13,20,143,"Kristen"
"1657","James","Erick","2022-03-15",11,42,195,"Erick"
"1658","Mikaela","Luis","2022-11-23",12,42,26,"Luis"
"1659","Okatomi","Brie","2022-04-16",7,7,178,"Brie"
"1660","Afnaan","Adyn","2022-07-07",8,58,50,"Adyn"
"1661","Mckayla","Grace","2022-12-24",7,17,136,"Mckayla"
"1662","Adam","Maleeha","2022-05-17",7,42,63,"Maleeha"
"1663","Simone","Anastasia","2022-01-13",13,41,68,"Anastasia"
"1664","Lahana","Grace","2022-03-15",7,34,93,"Grace"
"1665","Ashqar","Kristen","2022-08-08",9,20,68,"Ashqar"
"1666","Hadiyya","Maleeha","2022-05-17",7,42,208,"Maleeha"
"1667","Anjanetta","Kristen","2022-05-29",14,45,70,"Anjanetta"
"1668","Yeni","Ye-Ji","2022-09-21",15,57,63,"Ye-Ji"
"1669","Hadiyya","Adyn","2022-06-30",8,37,188,"Adyn"
"1670","Deunna","Shelby","2022-05-29",8,54,205,"Shelby"
"1671","Kaci","Kiana","2022-02-02",7,34,157,"Kaci"
"1672","Abdul Ghani","Ye-Ji","2022-01-01",10,30,227,"Abdul Ghani"
"1673","Yushan","Okatomi","2022-07-31",9,41,167,"Okatomi"
"1674","Kaci","Bryanna","2022-06-18",7,30,208,"Kaci"
"1675","Erick","Timothy","2022-03-15",11,39,98,"Erick"
"1676","Simone","Maleeha","2022-05-05",10,20,83,"Simone"
"1677","Kurtis","Anjanetta","2022-01-01",9,50,49,"Anjanetta"
"1678","Deunna","Jennell","2022-10-22",8,51,50,"Jennell"
"1679","Connor","Kristen","2022-02-26",13,43,157,"Connor"
"1680","Kiana","Yeni","2022-04-16",17,47,193,"Kiana"
"1681","Maleeha","Kristen","2022-01-13",17,45,153,"Kristen"
"1682","Luis","Burton","2022-08-20",7,52,161,"Burton"
"1683","Okatomi","Anjanetta","2022-01-01",9,26,103,"Anjanetta"
"1684","Tiffany","Lahana","2022-02-26",11,48,150,"Lahana"
"1685","Bryanna","Yushan","2022-01-25",17,14,82,"Bryanna"
"1686","Charise","Maleeha","2022-05-17",7,1,53,"Maleeha"
"1687","Kendell","Adyn","2022-03-15",12,18,181,"Kendell"
"1688","Kiana","Sydni","2022-02-02",16,27,196,"Kiana"
"1689","Lahana","Anjanetta","2022-01-01",9,54,150,"Anjanetta"
"1690","Makayla","Okatomi","2022-06-30",11,59,196,"Okatomi"
"1691","Anastasia","Varun","2022-04-04",10,17,147,"Anastasia"
"1692","Okatomi","Lohitha","2022-07-07",15,46,21,"Lohitha"
"1693","Kelia","Luis","2022-10-22",10,48,111,"Luis"
"1694","Dawnielle","Mufliha","2022-05-05",15,3,64,"Dawnielle"
"1695","Afnaan","Charise","2022-06-30",9,28,203,"Charise"
"1696","Maleeha","Kurtis","2022-01-25",16,27,58,"Kurtis"
"1697","Maleeha","Isaiah","2022-03-27",11,5,163,"Isaiah"
"1698","Charise","Burton","2022-04-16",9,56,196,"Burton"
"1699","Deonte","Lahana","2022-03-15",17,52,123,"Lahana"
"1700","Mikaela","Kristen","2022-08-20",17,24,155,"Mikaela"
"1701","Nawwaara","Anjanetta","2022-09-09",8,47,193,"Nawwaara"
"1702","Kaci","Grace","2022-04-28",8,1,108,"Grace"
"1703","Saara","Okatomi","2022-09-21",10,55,179,"Okatomi"
"1704","Adam","Luis","2022-07-31",14,27,89,"Adam"
"1705","Kiana","Nawwaara","2022-09-21",16,45,133,"Kiana"
"1706","Jennell","Yushan","2022-06-30",7,19,49,"Jennell"
"1707","Tiffany","Simone","2022-06-18",12,35,116,"Simone"
"1708","Deunna","Najeeba","2022-01-25",15,29,149,"Najeeba"
"1709","Lahana","Ye-Ji","2022-03-15",17,30,86,"Lahana"
"1710","Lohitha","Mufliha","2022-04-28",10,50,176,"Lohitha"
"1711","Lahana","Charise","2022-02-02",9,34,55,"Charise"
"1712","Trevon","Kristen","2022-01-13",17,51,119,"Kristen"
"1713","Deunna","Amelia","2022-01-01",13,59,99,"Amelia"
"1714","Sydni","Mufliha","2022-07-07",17,37,206,"Mufliha"
"1715","Jennell","Mikaela","2022-04-16",12,55,53,"Mikaela"
"1716","Jennell","Kristen","2022-06-30",7,2,75,"Jennell"
"1717","Lahana","Ye-Ji","2022-06-18",16,47,189,"Lahana"
"1718","Saara","Okatomi","2022-01-01",17,54,148,"Saara"
"1719","Abdul Ghani","Luis","2022-11-23",10,11,194,"Luis"
"1720","Joel","Anjanetta","2022-12-12",10,5,231,"Anjanetta"
"1721","Brie","Kristen","2022-04-16",11,17,170,"Kristen"
"1722","Charise","Mufliha","2022-07-31",8,47,73,"Charise"
"1723","Burton","Mikaela","2022-04-16",12,29,77,"Mikaela"
"1724","Luis","Adyn","2022-11-23",10,12,143,"Luis"
"1725","Shelby","Najeeba","2022-05-29",8,40,191,"Shelby"
"1726","Abdus Samad","Kristen","2022-06-18",13,51,177,"Kristen"
"1727","Brie","Burton","2022-04-16",9,36,98,"Burton"
"1728","Bryanna","Charise","2022-07-31",8,30,218,"Charise"
"1729","Anjanetta","Lahana","2022-06-06",15,37,82,"Lahana"
"1730","Mckayla","Brie","2022-09-09",15,1,64,"Mckayla"
"1731","Mufliha","Andrew","2022-01-25",9,28,104,"Andrew"
"1732","Charise","Lahana","2022-02-26",11,15,101,"Lahana"
"1733","Najeeba","Pamela","2022-01-25",15,33,178,"Najeeba"
"1734","Okatomi","Lohitha","2022-02-02",17,49,59,"Lohitha"
"1735","Luis","Joel","2022-04-04",15,45,41,"Joel"
"1736","Isaiah","Kristen","2022-05-29",7,53,29,"Isaiah"
"1737","Yushan","Anjanetta","2022-04-28",16,3,70,"Yushan"
"1738","Dawnielle","Anastasia","2022-07-07",16,4,25,"Anastasia"
"1739","Dawnielle","Ye-Ji","2022-01-25",7,49,91,"Ye-Ji"
"1740","Kristen","Bryanna","2022-01-13",17,4,220,"Kristen"
"1741","Tiffany","Luis","2022-11-23",12,37,181,"Luis"
"1742","James","Burton","2022-04-16",9,28,240,"Burton"
"1743","Makayla","Anjanetta","2022-10-10",16,46,67,"Makayla"
"1744","Luis","Andrew","2022-11-23",12,35,92,"Luis"
"1745","Lohitha","Ye-Ji","2022-02-14",13,30,40,"Ye-Ji"
"1746","Varun","Isaiah","2022-08-20",15,42,231,"Isaiah"
"1747","Najeeba","Luis","2022-10-22",10,38,182,"Luis"
"1748","Makayla","Lahana","2022-06-18",15,23,77,"Makayla"
"1749","Grace","Varun","2022-06-18",8,52,60,"Grace"
"1750","Nawwaara","Lahana","2022-02-26",11,56,148,"Lahana"
"1751","Kiana","Lahana","2022-06-18",14,20,53,"Kiana"
"1752","Abdul Ghani","Anjanetta","2022-01-01",9,7,143,"Anjanetta"
"1753","Lohitha","Luis","2022-11-23",15,36,99,"Lohitha"
"1754","Pamela","Ye-Ji","2022-05-05",7,16,154,"Pamela"
"1755","Okatomi","Charise","2022-07-31",8,57,123,"Charise"
"1756","Mckayla","Okatomi","2022-04-04",14,3,68,"Mckayla"
"1757","Kelia","Kristen","2022-06-18",13,31,97,"Kristen"
"1758","Anastasia","Kendell","2022-05-05",17,13,139,"Anastasia"
"1759","Adyn","Andrew","2022-07-31",13,5,46,"Andrew"
"1760","Nawwaara","Andrew","2022-07-31",13,6,94,"Andrew"
"1761","Mufliha","Timothy","2022-01-25",13,22,75,"Mufliha"
"1762","Grace","Anjanetta","2022-05-29",15,18,155,"Grace"
"1763","Hishaam","Luis","2022-06-06",14,42,179,"Luis"
"1764","Ye-Ji","Erick","2022-08-08",8,26,57,"Erick"
"1765","Abdul Ghani","Maleeha","2022-01-01",10,7,70,"Abdul Ghani"
"1766","Maleeha","Charise","2022-12-24",11,41,44,"Charise"
"1767","Jennell","Simone","2022-06-30",7,7,67,"Jennell"
"1768","Anjanetta","Maleeha","2022-05-29",14,49,207,"Anjanetta"
"1769","Deunna","Yeni","2022-03-27",17,19,224,"Yeni"
"1770","Grace","Mikaela","2022-08-20",17,40,60,"Mikaela"
"1771","Najeeba","Brie","2022-08-20",12,1,89,"Najeeba"
"1772","Nhi","Charise","2022-08-08",10,57,236,"Nhi"
"1773","Lahana","Charise","2022-02-02",9,3,77,"Charise"
"1774","Shelby","Okatomi","2022-08-20",16,36,41,"Shelby"
"1775","Ashqar","Okatomi","2022-05-29",12,56,81,"Ashqar"
"1776","Kelia","Luis","2022-10-22",10,41,165,"Luis"
"1777","Mufliha","Pamela","2022-07-07",17,13,44,"Mufliha"
"1778","Mufliha","Ye-Ji","2022-07-19",12,17,232,"Ye-Ji"
"1779","Amelia","Lahana","2022-06-06",15,44,153,"Lahana"
"1780","Saara","Adyn","2022-06-30",8,34,121,"Adyn"
"1781","Simone","Yeni","2022-02-26",10,36,239,"Simone"
"1782","Kendell","Lohitha","2022-04-28",10,25,196,"Lohitha"
"1783","Anastasia","Ye-Ji","2022-01-25",7,17,66,"Ye-Ji"
"1784","Nawwaara","Anjanetta","2022-02-02",13,30,206,"Nawwaara"
"1785","Lohitha","Anjanetta","2022-11-23",15,15,143,"Lohitha"
"1786","Kiana","Najeeba","2022-02-02",8,49,55,"Kiana"
"1787","Kurtis","Brie","2022-03-15",13,19,118,"Kurtis"
"1788","Varun","Hishaam","2022-04-04",11,17,231,"Varun"
"1789","Sydni","Varun","2022-11-11",9,13,71,"Varun"
"1790","Mufliha","Anjanetta","2022-12-12",10,13,120,"Anjanetta"
"1791","Trevon","Ye-Ji","2022-12-24",16,49,34,"Trevon"
"1792","Mikaela","Isaiah","2022-01-25",8,29,108,"Isaiah"
"1793","Simone","Dawnielle","2022-05-05",10,33,113,"Simone"
"1794","Trevor","Adyn","2022-04-28",14,23,120,"Adyn"
"1795","Abdul Ghani","Kristen","2022-04-16",11,45,87,"Kristen"
"1796","Varun","Luis","2022-11-23",12,4,239,"Luis"
"1797","Anjanetta","Isaiah","2022-12-12",9,27,124,"Isaiah"
"1798","Makayla","Luis","2022-10-22",10,15,223,"Luis"
"1799","Tiffany","Luis","2022-10-22",10,48,38,"Luis"
"1800","Isaiah","Kristen","2022-05-17",15,2,72,"Isaiah"
"1801","Adyn","Anjanetta","2022-04-28",14,26,32,"Adyn"
"1802","Isaiah","Luis","2022-12-12",9,16,222,"Isaiah"
"1803","Anastasia","Mufliha","2022-07-07",17,47,110,"Mufliha"
"1804","Trevor","Kristen","2022-02-02",10,8,165,"Trevor"
"1805","Burton","Kristen","2022-01-13",17,1,236,"Kristen"
"1806","Adyn","Adam","2022-07-19",15,44,32,"Adyn"
"1807","Lahana","Yushan","2022-05-29",11,27,138,"Lahana"
"1808","Charise","Maleeha","2022-08-20",13,10,89,"Charise"
"1809","Brie","Luis","2022-11-23",10,2,80,"Luis"
"1810","Ye-Ji","Adyn","2022-04-28",14,25,103,"Adyn"
"1811","Hadiyya","Yushan","2022-03-03",10,56,149,"Yushan"
"1812","Isaiah","Kristen","2022-08-20",15,36,178,"Isaiah"
"1813","Burton","Ye-Ji","2022-07-19",12,58,73,"Ye-Ji"
"1814","Nawwaara","Andrew","2022-04-28",11,30,205,"Nawwaara"
"1815","Kaci","Saara","2022-09-21",9,6,55,"Saara"
"1816","Sydni","Anjanetta","2022-05-29",14,58,159,"Anjanetta"
"1817","Mikaela","Okatomi","2022-07-31",9,34,235,"Okatomi"
"1818","Luis","Timothy","2022-10-22",10,33,220,"Luis"
"1819","Luis","Burton","2022-04-16",9,20,236,"Burton"
"1820","Deonte","Ye-Ji","2022-09-21",15,23,140,"Ye-Ji"
"1821","Barcley","Kristen","2022-09-09",14,10,48,"Barcley"
"1822","Mckayla","Jennell","2022-11-23",7,26,221,"Mckayla"
"1823","Grace","Abdus Samad","2022-04-28",8,22,234,"Grace"
"1824","Kiana","Mikaela","2022-04-16",17,23,132,"Kiana"
"1825","Kiana","Shelby","2022-05-29",8,51,30,"Shelby"
"1826","Nawwaara","Luis","2022-10-22",10,26,61,"Luis"
"1827","Dawnielle","Yushan","2022-09-21",12,14,119,"Yushan"
"1828","Brie","Anjanetta","2022-04-16",7,49,28,"Brie"
"1829","Nhi","Jennell","2022-06-30",12,44,144,"Jennell"
"1830","Ye-Ji","Abdus Samad","2022-04-04",7,3,174,"Abdus Samad"
"1831","Maleeha","Brie","2022-04-16",7,35,208,"Brie"
"1832","Amelia","Anastasia","2022-03-27",13,21,66,"Amelia"
"1833","Anastasia","Nawwaara","2022-01-13",13,25,25,"Anastasia"
"1834","Shelby","Makayla","2022-08-20",16,56,161,"Shelby"
"1835","Anastasia","Okatomi","2022-06-30",11,32,192,"Okatomi"
"1836","Grace","Brie","2022-04-16",15,7,46,"Grace"
"1837","Najeeba","Anjanetta","2022-12-12",10,29,217,"Anjanetta"
"1838","Isaiah","Kristen","2022-04-16",11,2,124,"Kristen"
"1839","Lohitha","Adyn","2022-02-02",17,53,226,"Lohitha"
"1840","Anjanetta","Maleeha","2022-01-01",9,2,83,"Anjanetta"
"1841","Andrew","Lohitha","2022-12-24",15,32,50,"Andrew"
"1842","Erick","Kristen","2022-09-21",11,42,192,"Kristen"
"1843","Mikaela","Okatomi","2022-08-20",17,44,211,"Mikaela"
"1844","Simone","Dawnielle","2022-06-30",15,23,177,"Dawnielle"
"1845","Erick","Adyn","2022-06-30",8,25,69,"Adyn"
"1846","Nhi","Najeeba","2022-11-23",17,28,55,"Nhi"
"1847","Erick","Kristen","2022-03-15",11,44,168,"Erick"
"1848","Okatomi","Ye-Ji","2022-07-19",12,36,231,"Ye-Ji"
"1849","Nawwaara","Ye-Ji","2022-07-19",12,39,109,"Ye-Ji"
"1850","Nawwaara","Lohitha","2022-04-28",11,49,159,"Nawwaara"
"1851","Nhi","Bryanna","2022-04-28",13,1,21,"Bryanna"
"1852","Ye-Ji","Luis","2022-11-23",10,23,92,"Luis"
"1853","Erick","Anjanetta","2022-01-01",9,28,107,"Anjanetta"
"1854","Dawnielle","Kristen","2022-09-21",11,22,46,"Kristen"
"1855","Saara","Maleeha","2022-01-01",17,31,181,"Saara"
"1856","Dawnielle","Okatomi","2022-06-30",11,17,167,"Okatomi"
"1857","Adyn","Ye-Ji","2022-06-30",8,45,135,"Adyn"
"1858","Najeeba","Adyn","2022-09-21",14,33,203,"Najeeba"
"1859","Erick","Adyn","2022-12-12",14,31,73,"Erick"
"1860","Hadiyya","Ye-Ji","2022-02-14",13,20,76,"Ye-Ji"
"1861","Pamela","Luis","2022-10-22",10,22,54,"Luis"
"1862","Okatomi","Kendell","2022-03-15",12,38,96,"Kendell"
"1863","Dawnielle","Charise","2022-05-05",15,19,168,"Dawnielle"
"1864","Hadiyya","Luis","2022-11-23",10,24,230,"Luis"
"1865","Lahana","Mufliha","2022-05-29",11,43,192,"Lahana"
"1866","Tiffany","Mikaela","2022-11-23",13,20,210,"Tiffany"
"1867","Jennell","Trevon","2022-05-29",17,28,205,"Jennell"
"1868","Mckayla","Okatomi","2022-12-24",7,26,160,"Mckayla"
"1869","Tiffany","Luis","2022-11-23",10,17,237,"Luis"
"1870","Charise","Adyn","2022-06-30",8,24,44,"Adyn"
"1871","Grace","Adyn","2022-04-16",15,23,42,"Grace"
"1872","Jennell","Adyn","2022-06-18",17,50,89,"Jennell"
"1873","Dawnielle","Ye-Ji","2022-01-25",7,37,30,"Ye-Ji"
"1874","Tahleela","Lohitha","2022-02-02",17,59,172,"Lohitha"
"1875","Maleeha","Adyn","2022-07-07",8,40,30,"Adyn"
"1876","Adyn","Trevon","2022-12-24",16,57,61,"Trevon"
"1877","Brie","Ye-Ji","2022-04-16",7,18,237,"Brie"
"1878","Mikaela","Okatomi","2022-09-21",10,11,26,"Okatomi"
"1879","Adam","Adyn","2022-06-30",17,3,153,"Adam"
"1880","Hadiyya","Kendell","2022-10-10",11,47,104,"Hadiyya"
"1881","Makayla","Isaiah","2022-03-03",8,47,174,"Makayla"
"1882","Erick","Luis","2022-12-12",14,47,233,"Erick"
"1883","Najeeba","Grace","2022-04-28",8,56,83,"Grace"
"1884","Nhi","Grace","2022-06-18",8,22,128,"Grace"
"1885","Kelia","Anastasia","2022-01-13",13,20,174,"Anastasia"
"1886","Mikaela","Maleeha","2022-04-16",12,53,115,"Mikaela"
"1887","Tiffany","Adyn","2022-11-23",13,27,70,"Tiffany"
"1888","Kiana","Hadiyya","2022-03-03",12,30,72,"Hadiyya"
"1889","Dawnielle","Abdus Samad","2022-08-08",7,38,224,"Dawnielle"
"1890","Najeeba","Kristen","2022-01-25",15,18,49,"Najeeba"
"1891","Bryanna","Najeeba","2022-01-25",17,0,204,"Bryanna"
"1892","Abdus Samad","Adyn","2022-01-01",12,18,165,"Abdus Samad"
"1893","Connor","Kristen","2022-09-09",16,29,181,"Connor"
"1894","Yushan","Maleeha","2022-07-19",9,13,209,"Yushan"
"1895","Mikaela","Simone","2022-08-20",17,30,21,"Mikaela"
"1896","Ye-Ji","Mufliha","2022-02-14",13,29,186,"Ye-Ji"
"1897","Tiffany","Lahana","2022-03-15",17,30,187,"Lahana"
"1898","Deunna","Mckayla","2022-04-04",14,34,111,"Mckayla"
"1899","Anastasia","Ye-Ji","2022-01-13",13,47,133,"Anastasia"
"1900","Najeeba","Anastasia","2022-07-31",15,23,65,"Anastasia"
"1901","Abdul Ghani","Adyn","2022-06-30",8,55,99,"Adyn"
"1902","Nawwaara","Maleeha","2022-04-04",9,18,155,"Nawwaara"
"1903","Okatomi","Yushan","2022-05-17",9,23,238,"Okatomi"
"1904","Mckayla","Simone","2022-06-18",12,24,143,"Simone"
"1905","Tiffany","Lahana","2022-03-15",17,5,87,"Lahana"
"1906","Anastasia","Okatomi","2022-10-22",13,14,176,"Okatomi"
"1907","Bryanna","Nhi","2022-01-25",17,22,82,"Bryanna"
"1908","Afnaan","Kristen","2022-06-06",17,30,227,"Afnaan"
"1909","Mikaela","Joel","2022-04-04",15,27,136,"Joel"
"1910","Luis","Barcley","2022-09-09",13,3,119,"Barcley"
"1911","Saara","Tiffany","2022-11-23",13,34,137,"Tiffany"
"1912","Dawnielle","Lahana","2022-05-29",11,20,94,"Lahana"
"1913","Trevon","Adyn","2022-06-30",8,6,37,"Adyn"
"1914","Lahana","Ye-Ji","2022-07-19",12,56,200,"Ye-Ji"
"1915","Abdus Samad","Kristen","2022-06-06",11,19,105,"Abdus Samad"
"1916","Amelia","Timothy","2022-02-26",16,33,27,"Timothy"
"1917","Saara","Kiana","2022-06-18",14,7,156,"Kiana"
"1918","Tre","Mufliha","2022-07-31",10,38,108,"Tre"
"1919","Tre","Luis","2022-07-19",16,4,46,"Tre"
"1920","Pamela","Okatomi","2022-06-30",11,13,46,"Okatomi"
"1921","Saara","Hadiyya","2022-03-03",12,54,126,"Hadiyya"
"1922","Ye-Ji","Adam","2022-06-30",17,56,203,"Adam"
"1923","Mufliha","Luis","2022-01-25",13,58,43,"Mufliha"
"1924","Saara","Nhi","2022-06-18",9,38,184,"Nhi"
"1925","Amelia","Maleeha","2022-01-01",13,59,148,"Amelia"
"1926","Okatomi","Anastasia","2022-08-08",11,39,113,"Anastasia"
"1927","Adam","Kristen","2022-12-12",15,38,218,"Adam"
"1928","Charise","Adyn","2022-08-20",13,4,31,"Charise"
"1929","Mufliha","Maleeha","2022-01-25",13,28,32,"Mufliha"
"1930","Mckayla","Okatomi","2022-06-30",11,12,81,"Okatomi"
"1931","Bryanna","Okatomi","2022-05-17",9,18,72,"Okatomi"
"1932","Anastasia","Luis","2022-07-31",15,2,146,"Anastasia"
"1933","Isaiah","Anjanetta","2022-05-17",15,26,233,"Isaiah"
"1934","Kendell","Kristen","2022-03-15",12,2,153,"Kendell"
"1935","Jennell","Anjanetta","2022-01-01",9,59,161,"Anjanetta"
"1936","Tahleela","Sydni","2022-10-22",14,59,111,"Sydni"
"1937","Tiffany","Bryanna","2022-11-23",13,35,42,"Tiffany"
"1938","Nhi","Brie","2022-04-16",7,32,103,"Brie"
"1939","Abdus Samad","Adyn","2022-11-11",7,41,22,"Abdus Samad"
"1940","Timothy","Mufliha","2022-10-22",16,45,198,"Timothy"
"1941","Tiffany","Shelby","2022-01-01",14,3,34,"Tiffany"
"1942","Hishaam","Adyn","2022-06-30",8,17,92,"Adyn"
"1943","Kelia","Lohitha","2022-02-14",15,5,215,"Lohitha"
"1944","Mckayla","Simone","2022-05-05",10,56,224,"Simone"
"1945","Shelby","Mufliha","2022-07-07",17,3,124,"Mufliha"
"1946","Najeeba","Bryanna","2022-09-21",14,24,202,"Najeeba"
"1947","Burton","Anjanetta","2022-01-01",9,56,51,"Anjanetta"
"1948","Charise","Mufliha","2022-07-07",17,49,195,"Mufliha"
"1949","Barcley","Luis","2022-10-22",10,32,106,"Luis"
"1950","Mikaela","Timothy","2022-08-20",17,55,212,"Mikaela"
"1951","Mckayla","Pamela","2022-12-24",7,43,157,"Mckayla"
"1952","Pamela","Kristen","2022-06-18",13,55,189,"Kristen"
"1953","Lohitha","Kendell","2022-11-23",15,26,93,"Lohitha"
"1954","Kiana","Saara","2022-02-02",16,47,162,"Kiana"
"1955","Simone","Mufliha","2022-08-08",16,48,212,"Simone"
"1956","Luis","Kristen","2022-04-16",11,38,63,"Kristen"
"1957","Okatomi","Lahana","2022-09-21",10,43,84,"Okatomi"
"1958","Erick","Kristen","2022-09-21",11,41,106,"Kristen"
"1959","Deunna","Hadiyya","2022-10-10",11,46,208,"Hadiyya"
"1960","Grace","Anastasia","2022-01-13",13,50,224,"Anastasia"
"1961","Afnaan","Mufliha","2022-02-02",12,35,184,"Afnaan"
"1962","Hadiyya","Charise","2022-12-24",11,22,190,"Charise"
"1963","Anastasia","Tre","2022-07-19",16,13,239,"Tre"
"1964","Grace","Trevon","2022-05-29",15,55,141,"Grace"
"1965","Amelia","Anjanetta","2022-05-29",14,43,78,"Anjanetta"
"1966","Abdus Samad","Luis","2022-11-23",10,19,182,"Luis"
"1967","Andrew","Maleeha","2022-06-06",8,50,132,"Andrew"
"1968","Hishaam","Kristen","2022-06-18",13,52,205,"Kristen"
"1969","Bryanna","Sydni","2022-10-22",14,1,152,"Sydni"
"1970","Mikaela","Kendell","2022-03-15",12,21,169,"Kendell"
"1971","Abdus Samad","Luis","2022-10-22",10,6,167,"Luis"
"1972","Deunna","Saara","2022-01-01",17,52,122,"Saara"
"1973","Grace","Mufliha","2022-07-07",17,9,209,"Mufliha"
"1974","Kristen","Brie","2022-09-21",11,40,175,"Kristen"
"1975","Najeeba","Ye-Ji","2022-01-25",15,53,198,"Najeeba"
"1976","Timothy","Kristen","2022-10-22",16,16,51,"Timothy"
"1977","Deunna","Kelia","2022-01-13",15,14,83,"Deunna"
"1978","Lahana","Kendell","2022-06-06",15,46,207,"Lahana"
"1979","Kiana","Bryanna","2022-06-18",14,47,131,"Kiana"
"1980","Hadiyya","Okatomi","2022-10-10",11,0,216,"Hadiyya"
"1981","Sydni","Kristen","2022-06-18",13,47,42,"Kristen"
"1982","Jennell","Kelia","2022-01-25",12,56,163,"Kelia"
"1983","Dawnielle","Okatomi","2022-05-05",15,59,31,"Dawnielle"
"1984","Adyn","Luis","2022-10-22",10,19,59,"Luis"
"1985","Afnaan","Luis","2022-11-23",12,11,140,"Luis"
"1986","Tiffany","Lohitha","2022-07-07",15,46,200,"Lohitha"
"1987","Kurtis","Kristen","2022-03-15",13,24,66,"Kurtis"
"1988","Abdul Ghani","Kristen","2022-10-10",15,36,141,"Abdul Ghani"
"1989","Saara","Anastasia","2022-01-01",17,51,210,"Saara"
"1990","Nhi","Okatomi","2022-05-17",9,18,127,"Okatomi"
"1991","Isaiah","Anjanetta","2022-05-29",14,46,194,"Anjanetta"
"1992","Makayla","Kristen","2022-06-18",15,47,220,"Makayla"
"1993","Adam","Kristen","2022-04-16",11,33,203,"Kristen"
"1994","Najeeba","Maleeha","2022-05-17",7,30,24,"Maleeha"
"1995","Burton","Makayla","2022-10-10",16,55,156,"Makayla"
"1996","Amelia","Lohitha","2022-11-23",15,18,195,"Lohitha"
"1997","Shelby","Simone","2022-06-18",12,39,233,"Simone"
"1998","Shelby","Mufliha","2022-03-15",9,23,74,"Shelby"
"1999","Nhi","Grace","2022-08-08",10,39,40,"Nhi"
"2000","Adam","Mufliha","2022-12-12",15,45,21,"Adam"
"2001","Kiana","Sydni","2022-09-21",16,59,64,"Kiana"
"2002","Amelia","Mufliha","2022-01-25",13,8,71,"Mufliha"
"2003","Andrew","Kristen","2022-06-18",13,10,81,"Kristen"
"2004","Kristen","Adyn","2022-06-30",8,12,83,"Adyn"
"2005","Maleeha","Ye-Ji","2022-09-21",15,35,31,"Ye-Ji"
"2006","Yeni","Nhi","2022-02-02",15,43,143,"Nhi"
"2007","Nhi","Anjanetta","2022-06-18",9,16,113,"Nhi"
"2008","Kiana","Makayla","2022-10-22",11,34,198,"Makayla"
"2009","Lahana","Brie","2022-04-28",15,40,45,"Lahana"
"2010","Mckayla","Ye-Ji","2022-02-14",13,50,42,"Ye-Ji"
"2011","Jennell","Brie","2022-10-22",8,18,220,"Jennell"
"2012","Charise","Kristen","2022-09-21",11,35,184,"Kristen"
"2013","Deunna","Amelia","2022-05-05",12,8,172,"Amelia"
