"","Sender","Receiver","Date","Hour","Minute","Focal"
"1839","Makayla","Simone","2022-10-17",9,1,"Makayla"
"1840","Charise","Anastasia","2022-10-17",12,55,"Charise"
"1841","Timothy","Trevon","2022-10-17",15,29,"Trevon"
"1842","Mufliha","Lahana","2022-10-17",16,19,"Lahana"
"1843","Hishaam","Lahana","2022-10-17",16,52,"Lahana"
"1844","Kurtis","Deonte","2022-10-18",7,6,"Kurtis"
"1845","Kurtis","Connor","2022-10-18",7,55,"Kurtis"
"1846","Grace","Bryanna","2022-10-18",10,29,"Grace"
"1847","Ye-Ji","Grace","2022-10-18",10,51,"Grace"
"1848","Burton","Okatomi","2022-10-18",12,3,"Okatomi"
"1849","Charise","Dawnielle","2022-10-18",14,15,"Charise"
"1850","Burton","Yeni","2022-10-18",17,28,"Yeni"
"1851","Makayla","Yeni","2022-10-18",17,47,"Yeni"
"1852","Varun","Kelia","2022-10-19",7,0,"Varun"
"1853","Varun","Hishaam","2022-10-19",7,22,"Varun"
"1854","Varun","James","2022-10-19",7,34,"Varun"
"1855","Lahana","Amelia","2022-10-19",10,20,"Lahana"
"1856","Lahana","Deunna","2022-10-19",10,43,"Lahana"
"1857","Joel","Luis","2022-10-19",11,47,"Joel"
"1858","Barcley","Anastasia","2022-10-19",13,28,"Barcley"
"1859","Anastasia","Sydni","2022-10-19",14,17,"Anastasia"
"1860","Mufliha","Anastasia","2022-10-19",14,25,"Anastasia"
"1861","Ashqar","Mufliha","2022-10-20",7,5,"Ashqar"
"1862","Joel","Ashqar","2022-10-20",7,17,"Ashqar"
"1863","Okatomi","Bryanna","2022-10-20",9,29,"Bryanna"
"1864","Nawwaara","Bryanna","2022-10-20",12,1,"Nawwaara"
"1865","Nawwaara","Yeni","2022-10-20",12,19,"Nawwaara"
"1866","Burton","Joel","2022-10-21",11,37,"Burton"
"1867","Anjanetta","Mckayla","2022-10-21",16,17,"Mckayla"
"1868","Mckayla","Bryanna","2022-10-21",17,52,"Mckayla"
"1869","Luis","Barcley","2022-10-22",10,25,"Luis"
"1870","Luis","Anjanetta","2022-10-22",10,55,"Luis"
"1871","Luis","Amelia","2022-10-22",10,57,"Luis"
"1872","James","Adyn","2022-10-22",12,27,"James"
"1873","Okatomi","Deunna","2022-10-22",13,4,"Okatomi"
"1874","Burton","Timothy","2022-10-22",16,39,"Timothy"
"1875","Joel","Nawwaara","2022-10-23",8,12,"Nawwaara"
"1876","Abdul Ghani","Nawwaara","2022-10-23",8,32,"Nawwaara"
"1877","Yeni","Deunna","2022-10-23",9,47,"Yeni"
"1878","Anjanetta","Bryanna","2022-10-23",10,0,"Bryanna"
"1879","Mufliha","Anastasia","2022-10-23",13,27,"Anastasia"
"1880","Nawwaara","Yeni","2022-10-23",14,16,"Yeni"
"1881","Makayla","Yeni","2022-10-23",14,48,"Yeni"
"1882","Joel","Ye-Ji","2022-10-23",15,37,"Joel"
"1883","Joel","Kristen","2022-10-23",15,49,"Joel"
"1885","Tiffany","Kaci","2022-10-23",16,48,"Kaci"
"1886","Okatomi","Yeni","2022-10-24",10,51,"Yeni"
"1887","Joel","Trevor","2022-10-24",11,10,"Joel"
"1888","Joel","Nawwaara","2022-10-24",11,45,"Joel"
"1889","Joel","Kendell","2022-10-24",16,9,"Joel"
"1890","Tiffany","Saara","2022-10-25",13,21,"Saara"
"1891","Yeni","Saara","2022-10-25",13,23,"Saara"
"1892","Saara","Kaci","2022-10-25",13,46,"Saara"
"1894","Andrew","Hishaam","2022-10-25",14,3,"Andrew"
"1895","Kelia","Mckayla","2022-10-25",15,5,"Kelia"
"1896","Anastasia","Kelia","2022-10-25",15,41,"Kelia"
"1897","Kristen","Charise","2022-10-26",8,37,"Kristen"
"1899","Deonte","Maleeha","2022-10-26",11,6,"Maleeha"
"1900","Maleeha","Bryanna","2022-10-26",11,21,"Maleeha"
"1901","Pamela","Mckayla","2022-10-26",12,16,"Pamela"
"1902","Pamela","Shelby","2022-10-26",12,26,"Pamela"
"1903","Luis","Mufliha","2022-10-26",13,13,"Luis"
"1904","Maleeha","Mckayla","2022-10-26",16,23,"Maleeha"
"1905","James","Abdul Ghani","2022-10-27",7,2,"James"
"1906","James","Lahana","2022-10-27",7,7,"James"
"1907","James","Yeni","2022-10-27",7,17,"James"
"1908","Abdus Samad","Ye-Ji","2022-10-27",14,32,"Ye-Ji"
"1909","Adyn","Saara","2022-10-28",7,5,"Adyn"
"1910","Lohitha","Kendell","2022-10-28",8,38,"Lohitha"
"1911","Bryanna","Nhi","2022-10-28",9,10,"Bryanna"
"1912","Brie","Pamela","2022-10-28",12,7,"Pamela"
"1913","Pamela","Yeni","2022-10-28",12,35,"Pamela"
"1914","Sydni","Amelia","2022-10-28",14,9,"Sydni"
"1915","Makayla","Sydni","2022-10-28",14,39,"Sydni"
"1916","Sydni","Saara","2022-10-28",14,47,"Sydni"
"1917","Sydni","Tiffany","2022-10-28",14,51,"Sydni"
"1918","Brie","Bryanna","2022-10-28",16,35,"Brie"
"1919","Varun","Trevor","2022-10-29",7,42,"Trevor"
"1920","Isaiah","Hishaam","2022-10-29",9,11,"Hishaam"
"1921","Hishaam","Anjanetta","2022-10-29",9,38,"Hishaam"
"1922","Varun","Charise","2022-10-29",10,59,"Charise"
"1923","Bryanna","Dawnielle","2022-10-30",7,9,"Bryanna"
"1924","Erick","Hadiyya","2022-10-30",9,12,"Hadiyya"
"1925","Trevor","Connor","2022-10-30",17,48,"Connor"
"1926","Barcley","Ashqar","2022-10-31",9,1,"Barcley"
"1927","Nawwaara","Pamela","2022-10-31",10,25,"Pamela"
"1928","Timothy","Yushan","2022-10-31",13,23,"Yushan"
"1929","Dawnielle","Amelia","2022-10-31",14,28,"Amelia"
"1930","Amelia","Hadiyya","2022-10-31",14,31,"Amelia"
"1931","Hishaam","Amelia","2022-10-31",14,57,"Amelia"
"1932","Okatomi","Deunna","2022-10-31",16,49,"Deunna"
"1933","Luis","Anastasia","2022-11-01",7,23,"Anastasia"
"1934","Kristen","Brie","2022-11-01",8,55,"Brie"
"1935","Kristen","Brie","2022-11-01",8,57,"Brie"
"1936","Dawnielle","Saara","2022-11-01",9,40,"Dawnielle"
"1939","Nawwaara","Pamela","2022-11-01",12,28,"Pamela"
"1940","Pamela","Bryanna","2022-11-01",12,39,"Pamela"
"1941","Anastasia","Pamela","2022-11-01",12,58,"Pamela"
"1942","Ashqar","Nawwaara","2022-11-01",15,27,"Ashqar"
"1943","Pamela","Mckayla","2022-11-01",16,10,"Mckayla"
"1944","Kelia","Mckayla","2022-11-01",16,45,"Mckayla"
"1945","Isaiah","Yeni","2022-11-02",9,55,"Yeni"
"1946","Makayla","Simone","2022-11-02",13,13,"Makayla"
"1947","Makayla","Tahleela","2022-11-02",13,56,"Makayla"
"1948","Okatomi","Bryanna","2022-11-02",15,32,"Bryanna"
"1950","Connor","Yushan","2022-11-03",9,7,"Yushan"
"1951","Dawnielle","Kiana","2022-11-03",10,15,"Kiana"
"1953","Burton","Kendell","2022-11-03",12,31,"Burton"
"1954","Burton","Okatomi","2022-11-03",12,32,"Burton"
"1955","Abdus Samad","Burton","2022-11-03",12,58,"Burton"
"1956","Nhi","Dawnielle","2022-11-03",14,43,"Dawnielle"
"1957","Sydni","Dawnielle","2022-11-03",14,47,"Dawnielle"
"1958","Sydni","Dawnielle","2022-11-03",14,52,"Dawnielle"
"1959","Sydni","Amelia","2022-11-03",15,11,"Sydni"
"1960","Lahana","Sydni","2022-11-03",15,52,"Sydni"
"1961","Pamela","Sydni","2022-11-03",15,57,"Sydni"
"1962","Adam","Afnaan","2022-11-03",16,14,"Afnaan"
"1963","Nhi","Dawnielle","2022-11-04",7,1,"Nhi"
"1964","Mufliha","Simone","2022-11-04",12,21,"Mufliha"
"1965","Mikaela","Simone","2022-11-04",14,48,"Simone"
"1966","Saara","Kaci","2022-11-04",15,20,"Saara"
"1967","Saara","Kaci","2022-11-04",15,27,"Saara"
"1969","Ashqar","Anastasia","2022-11-05",7,4,"Ashqar"
"1970","Amelia","Deunna","2022-11-05",10,9,"Deunna"
"1972","Kristen","Brie","2022-11-05",11,3,"Brie"
"1973","Trevon","Brie","2022-11-05",11,39,"Brie"
"1974","Bryanna","Nhi","2022-11-05",12,48,"Bryanna"
"1975","Lohitha","Jennell","2022-11-05",14,21,"Jennell"
"1976","Makayla","Jennell","2022-11-05",14,51,"Jennell"
"1977","Kristen","Shelby","2022-11-05",15,22,"Shelby"
"1978","Yushan","Bryanna","2022-11-06",14,51,"Yushan"
"1979","Mufliha","Lohitha","2022-11-06",16,18,"Lohitha"
"1980","Pamela","Bryanna","2022-11-06",17,25,"Pamela"
"1981","Anjanetta","Sydni","2022-11-07",7,52,"Sydni"
"1982","Barcley","Simone","2022-11-07",8,2,"Simone"
"1983","Jennell","Nhi","2022-11-07",13,34,"Jennell"
"1984","Erick","Jennell","2022-11-07",13,38,"Jennell"
"1985","Yeni","Jennell","2022-11-07",13,41,"Jennell"
"1986","Erick","Hishaam","2022-11-07",17,42,"Erick"
"1987","Hishaam","Adyn","2022-11-08",7,10,"Hishaam"
"1988","Makayla","Shelby","2022-11-08",9,56,"Makayla"
"1989","Sydni","Tahleela","2022-11-08",10,3,"Sydni"
"1990","Nhi","Sydni","2022-11-08",10,42,"Sydni"
"1991","Yeni","Sydni","2022-11-08",10,56,"Sydni"
"1992","Andrew","Burton","2022-11-08",14,49,"Burton"
"1993","Burton","Mikaela","2022-11-08",14,53,"Burton"
"1994","Anjanetta","Shelby","2022-11-08",15,11,"Anjanetta"
"1995","Nawwaara","Anjanetta","2022-11-08",15,21,"Anjanetta"
"1996","Kendell","Yushan","2022-11-09",7,12,"Yushan"
"1997","Okatomi","Dawnielle","2022-11-09",8,6,"Dawnielle"
"1998","Mckayla","Najeeba","2022-11-09",12,10,"Najeeba"
"1999","Dawnielle","Najeeba","2022-11-09",12,10,"Najeeba"
"2000","Mikaela","Najeeba","2022-11-09",12,12,"Najeeba"
"2001","Ashqar","Abdul Ghani","2022-11-09",13,16,"Abdul Ghani"
"2002","Deonte","Abdul Ghani","2022-11-09",13,33,"Abdul Ghani"
"2003","Anjanetta","Brie","2022-11-10",8,1,"Brie"
"2004","Brie","Simone","2022-11-10",8,17,"Brie"
"2006","Najeeba","Kiana","2022-11-10",14,6,"Kiana"
"2007","Deunna","Kiana","2022-11-10",14,38,"Kiana"
"2009","Lahana","Mikaela","2022-11-11",8,47,"Mikaela"
"2010","Mikaela","Kelia","2022-11-11",8,57,"Mikaela"
"2011","Varun","Mikaela","2022-11-11",9,14,"Varun"
"2012","Varun","Tre","2022-11-11",9,14,"Varun"
"2013","Varun","Trevor","2022-11-11",9,46,"Varun"
"2014","Luis","Shelby","2022-11-11",12,0,"Shelby"
"2015","Shelby","Hadiyya","2022-11-11",12,34,"Shelby"
"2016","Charise","Shelby","2022-11-11",12,35,"Shelby"
"2017","Trevon","Varun","2022-11-12",7,14,"Varun"
"2018","Yeni","Nhi","2022-11-12",12,48,"Nhi"
"2019","Mufliha","Yushan","2022-11-12",17,29,"Mufliha"
"2020","Tre","Mufliha","2022-11-12",17,49,"Mufliha"
"2021","Tre","Mufliha","2022-11-12",17,57,"Mufliha"
"2022","Isaiah","Nawwaara","2022-11-13",8,51,"Nawwaara"
"2023","Nawwaara","Makayla","2022-11-13",8,59,"Nawwaara"
"2024","Yushan","Mckayla","2022-11-13",9,3,"Mckayla"
"2025","Mckayla","Sydni","2022-11-13",9,41,"Mckayla"
"2026","Maleeha","Yushan","2022-11-13",10,22,"Maleeha"
"2027","Isaiah","Kelia","2022-11-13",14,14,"Isaiah"
"2028","Isaiah","Varun","2022-11-13",14,37,"Isaiah"
"2029","Amelia","Saara","2022-11-13",17,25,"Amelia"
"2030","Deunna","Amelia","2022-11-13",17,26,"Amelia"
"2031","Ye-Ji","Okatomi","2022-11-14",9,26,"Okatomi"
"2032","Okatomi","Charise","2022-11-14",9,54,"Okatomi"
"2033","Abdul Ghani","Grace","2022-11-14",11,40,"Abdul Ghani"
"2034","Andrew","Adam","2022-11-14",12,18,"Andrew"
"2035","Connor","Kaci","2022-11-14",13,34,"Connor"
"2036","Dawnielle","Amelia","2022-11-15",14,37,"Amelia"
"2037","Amelia","Tiffany","2022-11-15",14,37,"Amelia"
"2038","Deunna","Amelia","2022-11-15",14,51,"Amelia"
"2039","Mckayla","Shelby","2022-11-15",15,26,"Mckayla"
"2040","Mckayla","Najeeba","2022-11-15",16,22,"Najeeba"
"2041","Najeeba","Hadiyya","2022-11-15",16,51,"Najeeba"
"2042","Makayla","Najeeba","2022-11-15",16,59,"Najeeba"
"2043","Kurtis","Charise","2022-11-16",7,24,"Kurtis"
"2044","Kurtis","Jennell","2022-11-16",7,25,"Kurtis"
"2045","Kelia","Mckayla","2022-11-16",10,35,"Kelia"
"2046","Hishaam","Okatomi","2022-11-16",11,6,"Okatomi"
"2047","Abdus Samad","Tiffany","2022-11-16",16,27,"Tiffany"
"2048","Kendell","Tiffany","2022-11-16",16,29,"Tiffany"
"2049","Okatomi","Tiffany","2022-11-16",16,55,"Tiffany"
"2050","Sydni","Saara","2022-11-17",8,26,"Saara"
"2051","Sydni","Tiffany","2022-11-17",12,26,"Tiffany"
"2052","Jennell","Tiffany","2022-11-17",12,27,"Tiffany"
"2053","Yushan","Tiffany","2022-11-17",12,37,"Tiffany"
"2054","Grace","Deunna","2022-11-17",16,14,"Deunna"
"2055","Isaiah","Makayla","2022-11-17",17,25,"Makayla"
"2056","Adyn","Makayla","2022-11-18",7,49,"Makayla"
"2057","Yeni","Jennell","2022-11-18",12,19,"Jennell"
"2058","Andrew","Hishaam","2022-11-19",7,25,"Andrew"
"2059","Andrew","Brie","2022-11-19",8,15,"Andrew"
"2060","Andrew","Adam","2022-11-19",8,50,"Andrew"
"2061","Makayla","Dawnielle","2022-11-19",12,38,"Dawnielle"
"2062","Dawnielle","Deunna","2022-11-19",12,41,"Dawnielle"
"2063","Simone","Jennell","2022-11-19",13,5,"Jennell"
"2064","Mufliha","Jennell","2022-11-19",13,38,"Jennell"
"2065","Jennell","Shelby","2022-11-19",13,59,"Jennell"
"2066","Erick","Ye-Ji","2022-11-19",16,28,"Ye-Ji"
"2067","Trevon","Hadiyya","2022-11-20",10,37,"Hadiyya"
"2068","Burton","Maleeha","2022-11-20",12,2,"Burton"
"2069","Afnaan","Okatomi","2022-11-20",14,33,"Afnaan"
"2070","Connor","Deunna","2022-11-20",15,57,"Connor"
"2071","James","Barcley","2022-11-21",7,44,"James"
"2072","Trevon","Deonte","2022-11-21",8,13,"Deonte"
"2074","Afnaan","Makayla","2022-11-21",9,50,"Afnaan"
"2075","Okatomi","Kelia","2022-11-21",14,8,"Okatomi"
"2076","Trevor","Saara","2022-11-21",15,50,"Trevor"
"2077","Charise","Amelia","2022-11-21",16,56,"Charise"
"2078","Joel","Yushan","2022-11-22",8,4,"Joel"
"2079","Hishaam","Joel","2022-11-22",8,29,"Joel"
"2080","Brie","Kelia","2022-11-22",16,58,"Kelia"
"2081","Abdul Ghani","Luis","2022-11-23",10,13,"Luis"
"2082","Luis","Kendell","2022-11-23",10,25,"Luis"
"2084","Barcley","Luis","2022-11-23",10,50,"Luis"
"2085","Afnaan","Luis","2022-11-23",10,55,"Luis"
"2086","Nhi","Kiana","2022-11-23",11,58,"Kiana"
"2087","Luis","Kelia","2022-11-23",12,34,"Luis"
"2088","Mikaela","Tiffany","2022-11-23",14,40,"Tiffany"
"2089","Lohitha","Simone","2022-11-23",15,21,"Lohitha"
"2090","Hishaam","Brie","2022-11-24",12,49,"Hishaam"
"2091","Hishaam","Barcley","2022-11-24",12,55,"Hishaam"
"2092","Amelia","Tiffany","2022-11-24",13,5,"Tiffany"
"2093","Shelby","Tiffany","2022-11-24",13,26,"Tiffany"
"2094","Tiffany","Kaci","2022-11-24",13,28,"Tiffany"
"2095","Dawnielle","Najeeba","2022-11-24",14,15,"Najeeba"
"2096","Barcley","Najeeba","2022-11-24",14,53,"Najeeba"
"2097","Lohitha","Mikaela","2022-11-25",11,8,"Lohitha"
"2098","Joel","Kurtis","2022-11-25",13,3,"Kurtis"
"2099","Tre","Kurtis","2022-11-25",13,24,"Kurtis"
"2100","Shelby","Tiffany","2022-11-26",11,40,"Tiffany"
"2101","Hishaam","Mckayla","2022-11-26",12,37,"Mckayla"
"2103","Connor","Shelby","2022-11-27",10,50,"Shelby"
"2104","Pamela","Tiffany","2022-11-27",13,2,"Pamela"
"2105","Luis","Pamela","2022-11-27",13,45,"Pamela"
"2106","Andrew","Burton","2022-11-27",14,38,"Burton"
"2107","Burton","Adam","2022-11-27",17,45,"Burton"
"2108","Burton","Trevor","2022-11-27",17,51,"Burton"
"2109","Nawwaara","Amelia","2022-11-28",8,33,"Nawwaara"
"2110","Hishaam","Okatomi","2022-11-28",10,26,"Okatomi"
"2112","Bryanna","Tahleela","2022-11-28",11,53,"Tahleela"
"2113","Luis","Grace","2022-11-28",13,29,"Grace"
"2114","Nhi","Najeeba","2022-11-29",8,17,"Najeeba"
"2115","Yeni","Najeeba","2022-11-29",8,46,"Najeeba"
"2116","Dawnielle","Najeeba","2022-11-29",8,48,"Najeeba"
"2117","Hishaam","Ashqar","2022-11-29",10,5,"Hishaam"
"2118","Dawnielle","Najeeba","2022-11-29",13,33,"Dawnielle"
"2119","Dawnielle","Kiana","2022-11-29",13,33,"Dawnielle"
"2120","Dawnielle","Tiffany","2022-11-29",13,36,"Dawnielle"
"2122","Yeni","Dawnielle","2022-11-29",13,49,"Dawnielle"
"2123","Dawnielle","Kaci","2022-11-29",13,52,"Dawnielle"
"2124","Mufliha","Okatomi","2022-11-29",14,0,"Okatomi"
"2125","Connor","Afnaan","2022-11-29",15,25,"Connor"
"2126","Anastasia","Jennell","2022-11-30",7,5,"Anastasia"
"2127","Brie","Anastasia","2022-11-30",7,14,"Anastasia"
"2128","Barcley","Deonte","2022-11-30",11,18,"Barcley"
"2129","Mckayla","Bryanna","2022-11-30",14,16,"Bryanna"
"2130","Timothy","Bryanna","2022-11-30",14,33,"Bryanna"
"2131","Najeeba","Tiffany","2022-11-30",16,16,"Tiffany"
"2132","Yeni","Tiffany","2022-11-30",16,58,"Tiffany"
"2133","Adam","Luis","2022-12-01",8,15,"Luis"
"2134","Dawnielle","Tiffany","2022-12-01",11,51,"Dawnielle"
"2135","Trevor","Maleeha","2022-12-01",12,37,"Maleeha"
"2136","Joel","Kelia","2022-12-01",13,45,"Joel"
"2137","Varun","Deonte","2022-12-02",9,22,"Deonte"
"2138","Yeni","Saara","2022-12-02",10,8,"Yeni"
"2140","Yeni","Simone","2022-12-02",10,38,"Yeni"
"2141","Yushan","Yeni","2022-12-02",10,44,"Yeni"
"2142","Yushan","Makayla","2022-12-02",12,46,"Makayla"
"2143","Adam","Tre","2022-12-02",13,26,"Tre"
"2144","Varun","Tre","2022-12-02",13,29,"Tre"
"2145","Lahana","Dawnielle","2022-12-03",8,36,"Dawnielle"
"2146","Andrew","Deonte","2022-12-03",10,45,"Andrew"
"2147","Varun","Connor","2022-12-03",11,54,"Varun"
"2148","James","Yeni","2022-12-04",10,17,"James"
"2149","James","Joel","2022-12-04",10,23,"James"
"2150","Mufliha","Dawnielle","2022-12-04",15,20,"Dawnielle"
"2151","Kristen","Dawnielle","2022-12-04",15,25,"Dawnielle"
"2152","Andrew","Deonte","2022-12-04",17,3,"Deonte"
"2153","Varun","Deonte","2022-12-04",17,21,"Deonte"
"2154","Kiana","Kaci","2022-12-05",7,12,"Kiana"
"2155","Tiffany","Kiana","2022-12-05",7,16,"Kiana"
"2156","Jennell","Kiana","2022-12-05",7,42,"Kiana"
"2157","Kurtis","Anjanetta","2022-12-05",8,35,"Kurtis"
"2158","Yeni","Deunna","2022-12-05",11,9,"Yeni"
"2159","Yeni","Simone","2022-12-05",11,30,"Yeni"
"2160","Najeeba","Deunna","2022-12-05",12,43,"Najeeba"
"2161","Okatomi","Mikaela","2022-12-05",14,54,"Okatomi"
"2162","Nawwaara","Najeeba","2022-12-06",10,15,"Najeeba"
"2163","Nhi","Najeeba","2022-12-06",10,39,"Najeeba"
"2164","Varun","Kendell","2022-12-06",11,29,"Kendell"
"2165","Abdus Samad","Trevor","2022-12-06",13,37,"Abdus Samad"
"2166","Andrew","Abdus Samad","2022-12-06",13,48,"Abdus Samad"
"2167","Hishaam","Ashqar","2022-12-06",16,6,"Hishaam"
"2168","Makayla","Pamela","2022-12-06",17,35,"Makayla"
"2170","Tre","James","2022-12-07",8,0,"Tre"
"2171","James","Afnaan","2022-12-07",9,2,"Afnaan"
"2172","Trevon","Makayla","2022-12-07",10,15,"Trevon"
"2173","Jennell","Dawnielle","2022-12-07",15,17,"Jennell"
"2174","Pamela","Jennell","2022-12-07",15,59,"Jennell"
"2175","Sydni","Najeeba","2022-12-08",8,18,"Najeeba"
"2176","James","Maleeha","2022-12-08",10,1,"Maleeha"
"2177","Trevor","Maleeha","2022-12-08",10,58,"Maleeha"
"2178","Adam","Abdul Ghani","2022-12-08",11,36,"Adam"
"2179","Okatomi","Dawnielle","2022-12-09",8,53,"Dawnielle"
"2180","Kurtis","Yeni","2022-12-09",11,22,"Yeni"
"2181","Okatomi","Pamela","2022-12-09",12,12,"Okatomi"
"2182","Pamela","Nhi","2022-12-09",14,50,"Nhi"
"2183","Pamela","Dawnielle","2022-12-09",16,0,"Dawnielle"
"2184","Nawwaara","Jennell","2022-12-10",7,6,"Jennell"
"2185","Kristen","Jennell","2022-12-10",7,7,"Jennell"
"2186","Deunna","Tiffany","2022-12-10",8,12,"Tiffany"
"2187","Amelia","Kiana","2022-12-10",9,58,"Amelia"
"2188","Pamela","Bryanna","2022-12-10",11,20,"Pamela"
"2189","Pamela","Makayla","2022-12-10",11,41,"Pamela"
"2190","Tre","Makayla","2022-12-10",12,11,"Makayla"
"2191","Dawnielle","Amelia","2022-12-10",15,8,"Amelia"
"2192","Mckayla","Amelia","2022-12-10",15,48,"Amelia"
"2193","Luis","Dawnielle","2022-12-11",8,18,"Luis"
"2194","Luis","Anjanetta","2022-12-11",8,28,"Luis"
"2195","Najeeba","Deunna","2022-12-11",9,3,"Deunna"
"2196","Deunna","Hadiyya","2022-12-11",9,47,"Deunna"
"2197","Pamela","Deunna","2022-12-11",10,46,"Deunna"
"2198","Adam","Joel","2022-12-11",11,27,"Joel"
"2199","Jennell","Tiffany","2022-12-11",14,23,"Tiffany"
"2200","Mufliha","Charise","2022-12-11",16,6,"Charise"
"2201","Isaiah","James","2022-12-12",9,41,"Isaiah"
"2202","Timothy","James","2022-12-12",11,34,"James"
"2203","Adam","Grace","2022-12-12",15,55,"Adam"
"2204","Mikaela","Bryanna","2022-12-13",8,15,"Bryanna"
"2205","Grace","Bryanna","2022-12-13",8,35,"Bryanna"
"2206","Trevor","Okatomi","2022-12-13",9,55,"Trevor"
"2207","Anastasia","Sydni","2022-12-13",10,23,"Anastasia"
"2208","Anastasia","Mckayla","2022-12-13",10,41,"Anastasia"
"2209","Hadiyya","Kaci","2022-12-13",11,29,"Kaci"
"2210","Tiffany","Tahleela","2022-12-13",16,22,"Tiffany"
"2211","Nawwaara","Mckayla","2022-12-14",8,4,"Nawwaara"
"2212","Barcley","Nhi","2022-12-14",9,54,"Barcley"
"2213","Tiffany","Kiana","2022-12-14",10,18,"Tiffany"
"2214","Shelby","Kiana","2022-12-14",12,47,"Shelby"
"2215","Hadiyya","Tahleela","2022-12-14",15,5,"Tahleela"
"2216","Hadiyya","Saara","2022-12-15",12,19,"Saara"
"2217","Kristen","Luis","2022-12-15",15,2,"Luis"
"2218","Luis","Kelia","2022-12-15",15,42,"Luis"
"2219","Deunna","Amelia","2022-12-16",8,36,"Amelia"
"2220","Deonte","Charise","2022-12-16",9,26,"Charise"
"2221","Joel","Charise","2022-12-16",9,32,"Charise"
"2222","Trevon","Nhi","2022-12-16",10,33,"Nhi"
"2223","Simone","Jennell","2022-12-16",12,4,"Simone"
"2224","Isaiah","Simone","2022-12-16",12,47,"Simone"
"2225","Lohitha","Nhi","2022-12-16",15,29,"Nhi"
"2226","Nhi","Kiana","2022-12-16",15,45,"Nhi"
"2227","Nhi","Dawnielle","2022-12-16",15,54,"Nhi"
"2228","Deonte","Adyn","2022-12-16",16,35,"Adyn"
"2229","Deonte","Charise","2022-12-17",7,52,"Charise"
"2230","Hishaam","Afnaan","2022-12-17",12,22,"Hishaam"
"2232","Afnaan","Anjanetta","2022-12-18",8,9,"Afnaan"
"2234","Dawnielle","Tahleela","2022-12-18",9,55,"Tahleela"
"2235","Luis","Brie","2022-12-18",14,41,"Brie"
"2236","Adam","Mufliha","2022-12-19",7,15,"Adam"
"2237","Abdus Samad","Maleeha","2022-12-19",10,4,"Abdus Samad"
"2238","Ashqar","Anastasia","2022-12-19",12,1,"Anastasia"
"2239","Okatomi","Anastasia","2022-12-19",12,1,"Anastasia"
"2240","Lohitha","Kendell","2022-12-19",16,43,"Lohitha"
"2241","Erick","Kurtis","2022-12-20",7,47,"Kurtis"
"2242","Barcley","Pamela","2022-12-20",8,37,"Pamela"
"2243","James","Abdul Ghani","2022-12-20",15,44,"Abdul Ghani"
"2245","Hishaam","Luis","2022-12-20",17,28,"Hishaam"
"2246","Adyn","Nhi","2022-12-21",7,54,"Adyn"
"2247","Mckayla","Jennell","2022-12-21",12,6,"Jennell"
"2248","Maleeha","Jennell","2022-12-21",12,38,"Jennell"
"2249","Jennell","Amelia","2022-12-21",12,43,"Jennell"
"2250","Nawwaara","Hadiyya","2022-12-21",13,23,"Hadiyya"
"2252","Charise","Nawwaara","2022-12-21",16,59,"Nawwaara"
"2253","Erick","Jennell","2022-12-22",7,1,"Jennell"
"2254","Ashqar","Kristen","2022-12-22",12,25,"Ashqar"
"2255","Adyn","Kelia","2022-12-22",13,50,"Adyn"
"2256","Luis","Shelby","2022-12-22",14,7,"Luis"
"2257","Luis","Adyn","2022-12-22",14,8,"Luis"
"2258","Luis","Mufliha","2022-12-22",14,10,"Luis"
"2259","Trevon","Luis","2022-12-22",14,57,"Luis"
"2260","Brie","Kelia","2022-12-22",15,18,"Brie"
"2261","Andrew","Adyn","2022-12-23",8,16,"Andrew"
"2262","Timothy","Mikaela","2022-12-23",9,41,"Timothy"
"2263","Timothy","Grace","2022-12-23",10,11,"Timothy"
"2264","Mckayla","Nhi","2022-12-23",13,11,"Mckayla"
"2265","Kelia","Mckayla","2022-12-24",7,28,"Mckayla"
"2267","Isaiah","Deunna","2022-12-25",9,30,"Isaiah"
"2268","Deunna","Hadiyya","2022-12-25",11,50,"Deunna"
"2269","Grace","Dawnielle","2022-12-25",15,4,"Dawnielle"
"2271","Varun","Afnaan","2022-12-25",17,37,"Afnaan"
"2272","Adam","Maleeha","2022-12-26",9,10,"Adam"
"2273","Yushan","Najeeba","2022-12-26",10,41,"Najeeba"
"2274","Varun","Kelia","2022-12-26",13,38,"Varun"
"2275","Timothy","Mckayla","2022-12-26",16,19,"Mckayla"
"2276","Mckayla","Tiffany","2022-12-26",16,45,"Mckayla"
"2277","Ye-Ji","Mckayla","2022-12-26",16,54,"Mckayla"
"2278","James","Yushan","2022-12-26",17,9,"Yushan"
"2279","Isaiah","Lahana","2022-12-27",7,31,"Lahana"
"2280","Pamela","Amelia","2022-12-27",9,29,"Pamela"
"2281","Barcley","Pamela","2022-12-27",9,35,"Pamela"
"2282","Makayla","Bryanna","2022-12-27",14,10,"Makayla"
"2283","Barcley","Makayla","2022-12-27",14,34,"Makayla"
"2284","Abdul Ghani","Jennell","2022-12-28",7,21,"Jennell"
"2285","Jennell","Amelia","2022-12-28",7,30,"Jennell"
"2286","Maleeha","Najeeba","2022-12-28",8,2,"Najeeba"
"2287","Okatomi","Najeeba","2022-12-28",9,38,"Najeeba"
